,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,205.1,-51.3,-20.01,41671.23
2,Asian Paints,Paints,1504.75,-238.2,-13.67,144335.29
3,Axis Bank,Bank - Private,311.5,-116.65,-27.25,87887.9
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1949.0,-293.3,-13.08,56397.63
5,Bajaj Finance,Finance - NBFC,2300.0,-651.9,-22.08,138388.49
6,Bajaj Finserv,Finance - Investment,4850.85,-1382.2,-22.18,77195.11
7,Bharti Airtel,Telecommunication - Service Provider,414.65,-48.0,-10.38,226214.69
8,Bharti Infratel,Telecommunication - Equipment,140.05,-8.1,-5.47,25903.76
9,BPCL,Refineries,265.0,-52.85,-16.63,57485.2
10,Britannia,Consumer Food,2181.35,-286.45,-11.61,52454.55
11,Cipla,Pharmaceuticals & Drugs,374.6,-18.2,-4.63,30201.58
12,Coal India,Coal,129.95,-2.85,-2.15,80084.65
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2791.85,-105.4,-3.64,46392.75
14,Eicher Motors,Automobile - LCVS/ HVCS,14110.65,-1567.8,-10.0,38529.8
15,GAIL,Gas Distribution,77.4,-3.4,-4.21,35206.74
16,Grasim,Diversified,434.55,-94.85,-17.92,28584.65
17,HCL Tech,IT Services & Consulting,416.05,-28.85,-6.48,112902.04
18,HDFC,Finance - Housing,1562.5,-191.45,-10.92,270621.43
19,HDFC Bank,Bank - Private,773.65,-109.2,-12.37,424214.46
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1580.0,-235.7,-12.98,31558.82
21,Hindalco,Iron & Steel,88.1,-17.4,-16.49,19789.22
22,HUL,Household & Personal Products,1890.0,-161.7,-7.88,409151.18
23,ICICI Bank,Bank - Private,280.15,-65.55,-18.96,181326.78
24,IndusInd Bank,Bank - Private,335.5,-104.85,-23.81,23268.12
25,Infosys,IT Services & Consulting,530.0,-55.2,-9.43,225716.25
26,IOC,Refineries,81.55,-9.05,-9.99,76772.47
27,ITC,Cigarettes/Tobacco,154.0,-21.5,-12.25,189300.36
28,JSW Steel,Iron & Steel,142.15,-33.6,-19.12,34360.79
29,Kotak Mahindra,Bank - Private,1090.0,-172.35,-13.65,208458.85
30,Larsen,Engineering & Construction,725.15,-139.55,-16.14,101803.23
31,M&M,Automobile - Auto & Truck Manufacturers,294.35,-28.25,-8.76,36593.37
32,Maruti Suzuki,Automobile - Passenger Cars,4232.6,-846.6,-16.67,127858.41
33,Nestle,Consumer Food,13000.0,-1145.5,-8.1,125340.43
34,NTPC,Power Generation/Distribution,77.1,-4.15,-5.11,76287.04
35,ONGC,Oil Exploration and Production,60.45,-11.9,-16.45,76047.79
36,Power Grid Corp,Power Generation/Distribution,154.3,-2.95,-1.88,80723.43
37,Reliance,Oil Exploration and Production,884.05,-133.9,-13.15,560422.94
38,SBI,Bank - Public,182.1,-27.75,-13.22,162517.18
39,Sun Pharma,Pharmaceuticals & Drugs,325.05,-40.2,-11.01,77990.38
40,Tata Motors,Automobile - LCVS/ HVCS,66.25,-11.05,-14.29,20464.44
41,Tata Steel,Iron & Steel,267.3,-30.45,-10.23,30111.07
42,TCS,IT Services & Consulting,1700.0,-97.45,-5.42,637905.4
43,Tech Mahindra,IT Services & Consulting,501.65,-74.7,-12.96,49479.18
44,Titan Company,Diamond  &  Jewellery,816.0,-88.9,-9.82,72443.35
45,UltraTechCement,Cement,3076.0,-497.85,-13.93,88780.58
46,UPL,Pesticides & Agrochemicals,260.05,-40.1,-13.36,19869.0
47,Vedanta,Metals - Non Ferrous,62.4,-13.05,-17.3,23195.31
48,Wipro,IT Services & Consulting,171.2,-8.0,-4.46,97812.68
49,Yes Bank,Bank - Private,40.35,-5.5,-12.0,50641.16
50,Zee Entertain,TV Broadcasting & Software Production,125.85,-19.05,-13.15,12087.68
