,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,205.3,-51.1,-19.93,41711.86
2,Asian Paints,Paints,1500.05,-242.9,-13.94,143884.46
3,Axis Bank,Bank - Private,309.25,-118.9,-27.77,87253.08
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1938.95,-303.35,-13.53,56106.82
5,Bajaj Finance,Finance - NBFC,2282.4,-669.5,-22.68,137329.51
6,Bajaj Finserv,Finance - Investment,4740.0,-1493.05,-23.95,75431.08
7,Bharti Airtel,Telecommunication - Service Provider,410.2,-52.45,-11.34,223786.96
8,Bharti Infratel,Telecommunication - Equipment,142.65,-5.5,-3.71,26384.66
9,BPCL,Refineries,267.3,-50.55,-15.9,57984.13
10,Britannia,Consumer Food,2140.1,-327.7,-13.28,51462.62
11,Cipla,Pharmaceuticals & Drugs,375.7,-17.1,-4.35,30290.26
12,Coal India,Coal,128.5,-4.3,-3.24,79191.06
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2765.0,-132.25,-4.56,45946.58
14,Eicher Motors,Automobile - LCVS/ HVCS,14110.65,-1567.8,-10.0,38529.8
15,GAIL,Gas Distribution,77.5,-3.3,-4.08,35252.23
16,Grasim,Diversified,433.25,-96.15,-18.16,28499.14
17,HCL Tech,IT Services & Consulting,417.45,-27.45,-6.17,113281.95
18,HDFC,Finance - Housing,1514.0,-239.95,-13.68,262221.34
19,HDFC Bank,Bank - Private,772.0,-110.85,-12.56,423309.71
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1607.65,-208.05,-11.46,32111.1
21,Hindalco,Iron & Steel,86.0,-19.5,-18.48,19317.52
22,HUL,Household & Personal Products,1860.8,-190.9,-9.3,402829.9
23,ICICI Bank,Bank - Private,284.8,-60.9,-17.62,184336.49
24,IndusInd Bank,Bank - Private,335.9,-104.45,-23.72,23295.87
25,Infosys,IT Services & Consulting,525.4,-59.8,-10.22,223757.2
26,IOC,Refineries,80.9,-9.7,-10.71,76160.55
27,ITC,Cigarettes/Tobacco,153.85,-21.65,-12.34,189115.98
28,JSW Steel,Iron & Steel,144.25,-31.5,-17.92,34868.4
29,Kotak Mahindra,Bank - Private,1090.85,-171.5,-13.59,208621.41
30,Larsen,Engineering & Construction,729.15,-135.55,-15.68,102364.79
31,M&M,Automobile - Auto & Truck Manufacturers,290.9,-31.7,-9.83,36164.47
32,Maruti Suzuki,Automobile - Passenger Cars,4232.95,-846.25,-16.66,127868.98
33,Nestle,Consumer Food,12917.85,-1227.65,-8.68,124548.38
34,NTPC,Power Generation/Distribution,76.2,-5.05,-6.22,75396.53
35,ONGC,Oil Exploration and Production,60.3,-12.05,-16.66,75859.08
36,Power Grid Corp,Power Generation/Distribution,152.6,-4.65,-2.96,79834.06
37,Reliance,Oil Exploration and Production,875.85,-142.1,-13.96,555224.74
38,SBI,Bank - Public,181.75,-28.1,-13.39,162204.81
39,Sun Pharma,Pharmaceuticals & Drugs,316.5,-48.75,-13.35,75938.95
40,Tata Motors,Automobile - LCVS/ HVCS,66.0,-11.3,-14.62,20387.22
41,Tata Steel,Iron & Steel,271.35,-26.4,-8.87,30567.3
42,TCS,IT Services & Consulting,1684.05,-113.4,-6.31,631920.35
43,Tech Mahindra,IT Services & Consulting,489.9,-86.45,-15.0,48320.24
44,Titan Company,Diamond  &  Jewellery,814.0,-90.9,-10.05,72265.79
45,UltraTechCement,Cement,3048.95,-524.9,-14.69,87999.85
46,UPL,Pesticides & Agrochemicals,255.15,-45.0,-14.99,19494.62
47,Vedanta,Metals - Non Ferrous,62.25,-13.2,-17.5,23139.55
48,Wipro,IT Services & Consulting,169.15,-10.05,-5.61,96641.44
49,Yes Bank,Bank - Private,39.55,-6.3,-13.74,49637.12
50,Zee Entertain,TV Broadcasting & Software Production,124.95,-19.95,-13.77,12001.24
