,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,206.55,-49.85,-19.44,41965.83
2,Asian Paints,Paints,1500.0,-242.95,-13.94,143879.67
3,Axis Bank,Bank - Private,305.4,-122.75,-28.67,86166.82
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1941.55,-300.75,-13.41,56182.05
5,Bajaj Finance,Finance - NBFC,2251.4,-700.5,-23.73,135464.28
6,Bajaj Finserv,Finance - Investment,4683.9,-1549.15,-24.85,74538.32
7,Bharti Airtel,Telecommunication - Service Provider,407.45,-55.2,-11.93,222286.68
8,Bharti Infratel,Telecommunication - Equipment,144.6,-3.55,-2.4,26745.34
9,BPCL,Refineries,269.35,-48.5,-15.26,58428.82
10,Britannia,Consumer Food,2162.4,-305.4,-12.38,51998.86
11,Cipla,Pharmaceuticals & Drugs,375.55,-17.25,-4.39,30278.17
12,Coal India,Coal,128.5,-4.3,-3.24,79191.06
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2780.1,-117.15,-4.04,46197.5
14,Eicher Motors,Automobile - LCVS/ HVCS,13708.4,-1970.05,-12.57,37431.43
15,GAIL,Gas Distribution,77.1,-3.7,-4.58,35070.28
16,Grasim,Diversified,428.6,-100.8,-19.04,28193.26
17,HCL Tech,IT Services & Consulting,416.0,-28.9,-6.5,112888.47
18,HDFC,Finance - Housing,1529.85,-224.1,-12.78,264966.53
19,HDFC Bank,Bank - Private,772.75,-110.1,-12.47,423720.96
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1629.8,-185.9,-10.24,32553.52
21,Hindalco,Iron & Steel,88.3,-17.2,-16.3,19834.15
22,HUL,Household & Personal Products,1869.0,-182.7,-8.9,404605.06
23,ICICI Bank,Bank - Private,283.8,-61.9,-17.91,183689.24
24,IndusInd Bank,Bank - Private,335.6,-104.75,-23.79,23275.06
25,Infosys,IT Services & Consulting,524.25,-60.95,-10.42,223267.44
26,IOC,Refineries,80.5,-10.1,-11.15,75783.98
27,ITC,Cigarettes/Tobacco,155.5,-20.0,-11.4,191144.2
28,JSW Steel,Iron & Steel,145.0,-30.75,-17.5,35049.7
29,Kotak Mahindra,Bank - Private,1097.55,-164.8,-13.06,209902.76
30,Larsen,Engineering & Construction,729.4,-135.3,-15.65,102399.88
31,M&M,Automobile - Auto & Truck Manufacturers,297.1,-25.5,-7.9,36935.25
32,Maruti Suzuki,Automobile - Passenger Cars,4251.0,-828.2,-16.31,128414.23
33,Nestle,Consumer Food,12990.0,-1155.5,-8.17,125244.02
34,NTPC,Power Generation/Distribution,76.85,-4.4,-5.42,76039.67
35,ONGC,Oil Exploration and Production,60.2,-12.15,-16.79,75733.28
36,Power Grid Corp,Power Generation/Distribution,152.45,-4.8,-3.05,79755.58
37,Reliance,Oil Exploration and Production,881.75,-136.2,-13.38,558964.91
38,SBI,Bank - Public,181.0,-28.85,-13.75,161535.47
39,Sun Pharma,Pharmaceuticals & Drugs,321.4,-43.85,-12.01,77114.63
40,Tata Motors,Automobile - LCVS/ HVCS,66.2,-11.1,-14.36,20449.0
41,Tata Steel,Iron & Steel,270.7,-27.05,-9.08,30494.08
42,TCS,IT Services & Consulting,1672.95,-124.5,-6.93,627755.2
43,Tech Mahindra,IT Services & Consulting,489.9,-86.45,-15.0,48320.24
44,Titan Company,Diamond  &  Jewellery,804.7,-100.2,-11.07,71440.15
45,UltraTechCement,Cement,3050.65,-523.2,-14.64,88048.92
46,UPL,Pesticides & Agrochemicals,255.6,-44.55,-14.84,19529.0
47,Vedanta,Metals - Non Ferrous,62.2,-13.25,-17.56,23120.96
48,Wipro,IT Services & Consulting,170.05,-9.15,-5.11,97155.64
49,Yes Bank,Bank - Private,39.9,-5.95,-12.98,50076.38
50,Zee Entertain,TV Broadcasting & Software Production,122.8,-22.1,-15.25,11794.73
