,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,205.25,-51.15,-19.95,41701.7
2,Asian Paints,Paints,1504.55,-238.4,-13.68,144316.1
3,Axis Bank,Bank - Private,311.15,-117.0,-27.33,87789.15
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1949.0,-293.3,-13.08,56397.63
5,Bajaj Finance,Finance - NBFC,2298.75,-653.15,-22.13,138313.27
6,Bajaj Finserv,Finance - Investment,4885.85,-1347.2,-21.61,77752.09
7,Bharti Airtel,Telecommunication - Service Provider,415.2,-47.45,-10.26,226514.74
8,Bharti Infratel,Telecommunication - Equipment,140.2,-7.95,-5.37,25931.51
9,BPCL,Refineries,264.45,-53.4,-16.8,57365.89
10,Britannia,Consumer Food,2152.0,-315.8,-12.8,51748.78
11,Cipla,Pharmaceuticals & Drugs,373.2,-19.6,-4.99,30088.7
12,Coal India,Coal,129.15,-3.65,-2.75,79591.64
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2795.0,-102.25,-3.53,46445.1
14,Eicher Motors,Automobile - LCVS/ HVCS,14110.65,-1567.8,-10.0,38529.8
15,GAIL,Gas Distribution,77.35,-3.45,-4.27,35184.0
16,Grasim,Diversified,435.15,-94.25,-17.8,28624.12
17,HCL Tech,IT Services & Consulting,416.25,-28.65,-6.44,112956.31
18,HDFC,Finance - Housing,1559.9,-194.05,-11.06,270171.12
19,HDFC Bank,Bank - Private,776.9,-105.95,-12.0,425996.53
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1582.0,-233.7,-12.87,31598.77
21,Hindalco,Iron & Steel,89.05,-16.45,-15.59,20002.61
22,HUL,Household & Personal Products,1895.25,-156.45,-7.63,410287.71
23,ICICI Bank,Bank - Private,287.0,-58.7,-16.98,185760.44
24,IndusInd Bank,Bank - Private,336.6,-103.75,-23.56,23344.41
25,Infosys,IT Services & Consulting,529.55,-55.65,-9.51,225524.6
26,IOC,Refineries,81.35,-9.25,-10.21,76584.18
27,ITC,Cigarettes/Tobacco,153.9,-21.6,-12.31,189177.44
28,JSW Steel,Iron & Steel,143.75,-32.0,-18.21,34747.54
29,Kotak Mahindra,Bank - Private,1091.9,-170.45,-13.5,208822.22
30,Larsen,Engineering & Construction,725.9,-138.8,-16.05,101908.52
31,M&M,Automobile - Auto & Truck Manufacturers,293.5,-29.1,-9.02,36487.7
32,Maruti Suzuki,Automobile - Passenger Cars,4232.95,-846.25,-16.66,127868.98
33,Nestle,Consumer Food,13022.7,-1122.8,-7.94,125559.29
34,NTPC,Power Generation/Distribution,76.35,-4.9,-6.03,75544.94
35,ONGC,Oil Exploration and Production,60.4,-11.95,-16.52,75984.89
36,Power Grid Corp,Power Generation/Distribution,153.2,-4.05,-2.58,80147.95
37,Reliance,Oil Exploration and Production,882.15,-135.8,-13.34,559218.48
38,SBI,Bank - Public,182.55,-27.3,-13.01,162918.78
39,Sun Pharma,Pharmaceuticals & Drugs,324.0,-41.25,-11.29,77738.45
40,Tata Motors,Automobile - LCVS/ HVCS,66.15,-11.15,-14.42,20433.55
41,Tata Steel,Iron & Steel,268.05,-29.7,-9.97,30195.56
42,TCS,IT Services & Consulting,1692.4,-105.05,-5.84,635053.59
43,Tech Mahindra,IT Services & Consulting,497.95,-78.4,-13.6,49114.24
44,Titan Company,Diamond  &  Jewellery,817.85,-87.05,-9.62,72607.59
45,UltraTechCement,Cement,3071.0,-502.85,-14.07,88636.27
46,UPL,Pesticides & Agrochemicals,259.0,-41.15,-13.71,19788.78
47,Vedanta,Metals - Non Ferrous,62.6,-12.85,-17.03,23269.65
48,Wipro,IT Services & Consulting,171.1,-8.1,-4.52,97755.54
49,Yes Bank,Bank - Private,40.15,-5.7,-12.43,50390.15
50,Zee Entertain,TV Broadcasting & Software Production,125.75,-19.15,-13.22,12078.08
