,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,206.85,-49.55,-19.33,42026.79
2,Asian Paints,Paints,1495.6,-247.35,-14.19,143457.62
3,Axis Bank,Bank - Private,305.45,-122.7,-28.66,86180.93
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1950.0,-292.3,-13.04,56426.57
5,Bajaj Finance,Finance - NBFC,2234.95,-716.95,-24.29,134474.5
6,Bajaj Finserv,Finance - Investment,4584.2,-1648.85,-26.45,72951.72
7,Bharti Airtel,Telecommunication - Service Provider,409.45,-53.2,-11.5,223377.8
8,Bharti Infratel,Telecommunication - Equipment,145.65,-2.5,-1.69,26939.54
9,BPCL,Refineries,269.6,-48.25,-15.18,58483.05
10,Britannia,Consumer Food,2147.4,-320.4,-12.98,51638.16
11,Cipla,Pharmaceuticals & Drugs,371.95,-20.85,-5.31,29987.92
12,Coal India,Coal,127.95,-4.85,-3.65,78852.11
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2768.3,-128.95,-4.45,46001.42
14,Eicher Motors,Automobile - LCVS/ HVCS,13326.7,-2351.75,-15.0,36389.18
15,GAIL,Gas Distribution,78.65,-2.15,-2.66,35775.32
16,Grasim,Diversified,433.85,-95.55,-18.05,28538.61
17,HCL Tech,IT Services & Consulting,416.05,-28.85,-6.48,112902.04
18,HDFC,Finance - Housing,1505.3,-248.65,-14.18,260714.52
19,HDFC Bank,Bank - Private,769.0,-113.85,-12.9,421664.73
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1624.7,-191.0,-10.52,32451.66
21,Hindalco,Iron & Steel,87.45,-18.05,-17.11,19643.22
22,HUL,Household & Personal Products,1868.75,-182.95,-8.92,404550.94
23,ICICI Bank,Bank - Private,282.35,-63.35,-18.33,182750.73
24,IndusInd Bank,Bank - Private,336.9,-103.45,-23.49,23365.22
25,Infosys,IT Services & Consulting,524.55,-60.65,-10.36,223395.21
26,IOC,Refineries,80.65,-9.95,-10.98,75925.19
27,ITC,Cigarettes/Tobacco,154.25,-21.25,-12.11,189607.67
28,JSW Steel,Iron & Steel,144.7,-31.05,-17.67,34977.18
29,Kotak Mahindra,Bank - Private,1090.6,-171.75,-13.61,208573.59
30,Larsen,Engineering & Construction,724.75,-139.95,-16.18,101747.07
31,M&M,Automobile - Auto & Truck Manufacturers,290.95,-31.65,-9.81,36170.69
32,Maruti Suzuki,Automobile - Passenger Cars,4226.5,-852.7,-16.79,127674.14
33,Nestle,Consumer Food,13000.35,-1145.15,-8.1,125343.81
34,NTPC,Power Generation/Distribution,76.05,-5.2,-6.4,75248.11
35,ONGC,Oil Exploration and Production,60.15,-12.2,-16.86,75670.38
36,Power Grid Corp,Power Generation/Distribution,152.9,-4.35,-2.77,79991.01
37,Reliance,Oil Exploration and Production,884.95,-133.0,-13.07,560993.48
38,SBI,Bank - Public,181.0,-28.85,-13.75,161535.47
39,Sun Pharma,Pharmaceuticals & Drugs,324.7,-40.55,-11.1,77906.41
40,Tata Motors,Automobile - LCVS/ HVCS,66.05,-11.25,-14.55,20402.66
41,Tata Steel,Iron & Steel,270.2,-27.55,-9.25,30437.75
42,TCS,IT Services & Consulting,1665.6,-131.85,-7.34,624997.2
43,Tech Mahindra,IT Services & Consulting,487.0,-89.35,-15.5,48034.21
44,Titan Company,Diamond  &  Jewellery,802.05,-102.85,-11.37,71204.89
45,UltraTechCement,Cement,3050.05,-523.8,-14.66,88031.6
46,UPL,Pesticides & Agrochemicals,255.15,-45.0,-14.99,19494.62
47,Vedanta,Metals - Non Ferrous,62.45,-13.0,-17.23,23213.89
48,Wipro,IT Services & Consulting,169.95,-9.25,-5.16,97098.51
49,Yes Bank,Bank - Private,39.8,-6.05,-13.2,49950.88
50,Zee Entertain,TV Broadcasting & Software Production,124.2,-20.7,-14.29,11929.2
