,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,207.0,-49.4,-19.27,42057.26
2,Asian Paints,Paints,1495.45,-247.5,-14.2,143443.23
3,Axis Bank,Bank - Private,306.7,-121.45,-28.37,86533.61
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1949.85,-292.45,-13.04,56422.23
5,Bajaj Finance,Finance - NBFC,2229.95,-721.95,-24.46,134173.65
6,Bajaj Finserv,Finance - Investment,4585.55,-1647.5,-26.43,72973.2
7,Bharti Airtel,Telecommunication - Service Provider,409.0,-53.65,-11.6,223132.3
8,Bharti Infratel,Telecommunication - Equipment,145.7,-2.45,-1.65,26948.79
9,BPCL,Refineries,269.95,-47.9,-15.07,58558.98
10,Britannia,Consumer Food,2164.0,-303.8,-12.31,52037.34
11,Cipla,Pharmaceuticals & Drugs,371.9,-20.9,-5.32,29983.89
12,Coal India,Coal,127.85,-4.95,-3.73,78790.48
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2776.95,-120.3,-4.15,46145.16
14,Eicher Motors,Automobile - LCVS/ HVCS,13326.7,-2351.75,-15.0,36389.18
15,GAIL,Gas Distribution,78.85,-1.95,-2.41,35866.3
16,Grasim,Diversified,434.7,-94.7,-17.89,28594.52
17,HCL Tech,IT Services & Consulting,416.05,-28.85,-6.48,112902.04
18,HDFC,Finance - Housing,1508.3,-245.65,-14.01,261234.12
19,HDFC Bank,Bank - Private,769.35,-113.5,-12.86,421856.64
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1625.1,-190.6,-10.5,32459.64
21,Hindalco,Iron & Steel,87.7,-17.8,-16.87,19699.37
22,HUL,Household & Personal Products,1871.65,-180.05,-8.78,405178.73
23,ICICI Bank,Bank - Private,283.1,-62.6,-18.11,183236.17
24,IndusInd Bank,Bank - Private,337.5,-102.85,-23.36,23406.83
25,Infosys,IT Services & Consulting,525.75,-59.45,-10.16,223906.26
26,IOC,Refineries,80.85,-9.75,-10.76,76113.47
27,ITC,Cigarettes/Tobacco,154.8,-20.7,-11.79,190283.74
28,JSW Steel,Iron & Steel,145.1,-30.65,-17.44,35073.87
29,Kotak Mahindra,Bank - Private,1090.65,-171.7,-13.6,208583.16
30,Larsen,Engineering & Construction,723.0,-141.7,-16.39,101501.39
31,M&M,Automobile - Auto & Truck Manufacturers,295.35,-27.25,-8.45,36717.69
32,Maruti Suzuki,Automobile - Passenger Cars,4205.0,-874.2,-17.21,127024.67
33,Nestle,Consumer Food,13000.05,-1145.45,-8.1,125340.91
34,NTPC,Power Generation/Distribution,76.0,-5.25,-6.46,75198.64
35,ONGC,Oil Exploration and Production,60.15,-12.2,-16.86,75670.38
36,Power Grid Corp,Power Generation/Distribution,153.25,-4.0,-2.54,80174.11
37,Reliance,Oil Exploration and Production,887.95,-130.0,-12.77,562895.26
38,SBI,Bank - Public,182.1,-27.75,-13.22,162517.18
39,Sun Pharma,Pharmaceuticals & Drugs,328.1,-37.15,-10.17,78722.18
40,Tata Motors,Automobile - LCVS/ HVCS,66.1,-11.2,-14.49,20418.11
41,Tata Steel,Iron & Steel,269.0,-28.75,-9.66,30302.57
42,TCS,IT Services & Consulting,1663.05,-134.4,-7.48,624040.34
43,Tech Mahindra,IT Services & Consulting,483.75,-92.6,-16.07,47713.65
44,Titan Company,Diamond  &  Jewellery,801.3,-103.6,-11.45,71138.31
45,UltraTechCement,Cement,3052.45,-521.4,-14.59,88100.87
46,UPL,Pesticides & Agrochemicals,255.15,-45.0,-14.99,19494.62
47,Vedanta,Metals - Non Ferrous,62.75,-12.7,-16.83,23325.41
48,Wipro,IT Services & Consulting,170.15,-9.05,-5.05,97212.78
49,Yes Bank,Bank - Private,39.8,-6.05,-13.2,49950.88
50,Zee Entertain,TV Broadcasting & Software Production,124.15,-20.75,-14.32,11924.4
