,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,215.0,-41.4,-16.15,43682.66
2,Asian Paints,Paints,1499.95,-243.0,-13.94,143874.87
3,Axis Bank,Bank - Private,309.05,-119.1,-27.82,87196.65
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1914.7,-327.6,-14.61,55405.1
5,Bajaj Finance,Finance - NBFC,2275.15,-676.75,-22.93,136893.29
6,Bajaj Finserv,Finance - Investment,4498.0,-1735.05,-27.84,71579.95
7,Bharti Airtel,Telecommunication - Service Provider,413.1,-49.55,-10.71,225369.07
8,Bharti Infratel,Telecommunication - Equipment,141.25,-6.9,-4.66,26125.72
9,BPCL,Refineries,272.5,-45.35,-14.27,59112.14
10,Britannia,Consumer Food,2139.0,-328.8,-13.32,51436.17
11,Cipla,Pharmaceuticals & Drugs,381.3,-11.5,-2.93,30741.75
12,Coal India,Coal,126.65,-6.15,-4.63,78050.95
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2784.0,-113.25,-3.91,46262.31
14,Eicher Motors,Automobile - LCVS/ HVCS,13326.7,-2351.75,-15.0,36389.18
15,GAIL,Gas Distribution,78.6,-2.2,-2.72,35752.58
16,Grasim,Diversified,433.7,-95.7,-18.08,28528.74
17,HCL Tech,IT Services & Consulting,428.35,-16.55,-3.72,116239.84
18,HDFC,Finance - Housing,1529.0,-224.95,-12.83,264819.31
19,HDFC Bank,Bank - Private,778.35,-104.5,-11.84,426791.6
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1613.2,-202.5,-11.15,32221.95
21,Hindalco,Iron & Steel,89.25,-16.25,-15.4,20047.54
22,HUL,Household & Personal Products,1873.85,-177.85,-8.67,405654.99
23,ICICI Bank,Bank - Private,282.55,-63.15,-18.27,182880.18
24,IndusInd Bank,Bank - Private,335.9,-104.45,-23.72,23295.87
25,Infosys,IT Services & Consulting,529.3,-55.9,-9.55,225418.13
26,IOC,Refineries,81.45,-9.15,-10.1,76678.32
27,ITC,Cigarettes/Tobacco,154.75,-20.75,-11.82,190222.28
28,JSW Steel,Iron & Steel,146.0,-29.75,-16.93,35291.42
29,Kotak Mahindra,Bank - Private,1111.15,-151.2,-11.98,212503.71
30,Larsen,Engineering & Construction,720.85,-143.85,-16.64,101199.56
31,M&M,Automobile - Auto & Truck Manufacturers,298.0,-24.6,-7.63,37047.14
32,Maruti Suzuki,Automobile - Passenger Cars,4174.0,-905.2,-17.82,126088.22
33,Nestle,Consumer Food,12970.0,-1175.5,-8.31,125051.18
34,NTPC,Power Generation/Distribution,76.65,-4.6,-5.66,75841.78
35,ONGC,Oil Exploration and Production,61.0,-11.35,-15.69,76739.7
36,Power Grid Corp,Power Generation/Distribution,152.9,-4.35,-2.77,79991.01
37,Reliance,Oil Exploration and Production,893.0,-124.95,-12.27,566096.59
38,SBI,Bank - Public,181.9,-27.95,-13.32,162338.68
39,Sun Pharma,Pharmaceuticals & Drugs,331.05,-34.2,-9.36,79429.98
40,Tata Motors,Automobile - LCVS/ HVCS,66.6,-10.7,-13.84,20572.55
41,Tata Steel,Iron & Steel,273.8,-23.95,-8.04,30843.29
42,TCS,IT Services & Consulting,1640.0,-157.45,-8.76,615391.09
43,Tech Mahindra,IT Services & Consulting,492.1,-84.25,-14.62,48537.24
44,Titan Company,Diamond  &  Jewellery,775.2,-129.7,-14.33,68821.18
45,UltraTechCement,Cement,3076.0,-497.85,-13.93,88780.58
46,UPL,Pesticides & Agrochemicals,252.85,-47.3,-15.76,19318.89
47,Vedanta,Metals - Non Ferrous,63.6,-11.85,-15.71,23641.37
48,Wipro,IT Services & Consulting,171.75,-7.45,-4.16,98126.91
49,Yes Bank,Bank - Private,39.6,-6.25,-13.63,49699.87
50,Zee Entertain,TV Broadcasting & Software Production,115.95,-28.95,-19.98,11136.8
