,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,204.15,-52.25,-20.38,41478.21
2,Asian Paints,Paints,1500.5,-242.45,-13.91,143927.63
3,Axis Bank,Bank - Private,312.05,-116.1,-27.12,88043.08
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1949.0,-293.3,-13.08,56397.63
5,Bajaj Finance,Finance - NBFC,2299.95,-651.95,-22.09,138385.48
6,Bajaj Finserv,Finance - Investment,4786.2,-1446.85,-23.21,76166.29
7,Bharti Airtel,Telecommunication - Service Provider,401.65,-61.0,-13.18,219122.46
8,Bharti Infratel,Telecommunication - Equipment,142.05,-6.1,-4.12,26273.69
9,BPCL,Refineries,266.15,-51.7,-16.27,57734.66
10,Britannia,Consumer Food,2100.05,-367.75,-14.9,50499.54
11,Cipla,Pharmaceuticals & Drugs,375.9,-16.9,-4.3,30306.39
12,Coal India,Coal,128.8,-4.0,-3.01,79375.94
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2761.75,-135.5,-4.68,45892.57
14,Eicher Motors,Automobile - LCVS/ HVCS,14110.65,-1567.8,-10.0,38529.8
15,GAIL,Gas Distribution,77.9,-2.9,-3.59,35434.17
16,Grasim,Diversified,434.3,-95.1,-17.96,28568.21
17,HCL Tech,IT Services & Consulting,421.95,-22.95,-5.16,114503.1
18,HDFC,Finance - Housing,1519.5,-234.45,-13.37,263173.93
19,HDFC Bank,Bank - Private,773.75,-109.1,-12.36,424269.29
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1602.8,-212.9,-11.73,32014.23
21,Hindalco,Iron & Steel,88.15,-17.35,-16.45,19800.45
22,HUL,Household & Personal Products,1876.3,-175.4,-8.55,406185.38
23,ICICI Bank,Bank - Private,289.2,-56.5,-16.34,187184.39
24,IndusInd Bank,Bank - Private,338.5,-101.85,-23.13,23476.18
25,Infosys,IT Services & Consulting,529.05,-56.15,-9.6,225311.66
26,IOC,Refineries,80.9,-9.7,-10.71,76160.55
27,ITC,Cigarettes/Tobacco,153.75,-21.75,-12.39,188993.06
28,JSW Steel,Iron & Steel,143.4,-32.35,-18.41,34662.94
29,Kotak Mahindra,Bank - Private,1094.05,-168.3,-13.33,209233.4
30,Larsen,Engineering & Construction,734.4,-130.3,-15.07,103101.83
31,M&M,Automobile - Auto & Truck Manufacturers,292.8,-29.8,-9.24,36400.68
32,Maruti Suzuki,Automobile - Passenger Cars,4227.85,-851.35,-16.76,127714.92
33,Nestle,Consumer Food,12900.0,-1245.5,-8.8,124376.27
34,NTPC,Power Generation/Distribution,76.2,-5.05,-6.22,75396.53
35,ONGC,Oil Exploration and Production,60.7,-11.65,-16.1,76362.29
36,Power Grid Corp,Power Generation/Distribution,152.2,-5.05,-3.21,79624.79
37,Reliance,Oil Exploration and Production,883.4,-134.55,-13.22,560010.89
38,SBI,Bank - Public,182.05,-27.8,-13.25,162472.55
39,Sun Pharma,Pharmaceuticals & Drugs,318.8,-46.45,-12.72,76490.8
40,Tata Motors,Automobile - LCVS/ HVCS,66.15,-11.15,-14.42,20433.55
41,Tata Steel,Iron & Steel,270.1,-27.65,-9.29,30426.49
42,TCS,IT Services & Consulting,1684.0,-113.45,-6.31,631901.58
43,Tech Mahindra,IT Services & Consulting,490.05,-86.3,-14.97,48335.04
44,Titan Company,Diamond  &  Jewellery,817.45,-87.45,-9.66,72572.08
45,UltraTechCement,Cement,3050.1,-523.75,-14.66,88033.05
46,UPL,Pesticides & Agrochemicals,255.65,-44.5,-14.83,19532.82
47,Vedanta,Metals - Non Ferrous,62.85,-12.6,-16.7,23362.58
48,Wipro,IT Services & Consulting,170.05,-9.15,-5.11,97155.64
49,Yes Bank,Bank - Private,40.0,-5.85,-12.76,50201.89
50,Zee Entertain,TV Broadcasting & Software Production,124.55,-20.35,-14.04,11962.82
