,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,205.0,-51.4,-20.05,41650.91
2,Asian Paints,Paints,1502.8,-240.15,-13.78,144148.24
3,Axis Bank,Bank - Private,312.75,-115.4,-26.95,88240.58
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1941.15,-301.15,-13.43,56170.48
5,Bajaj Finance,Finance - NBFC,2305.0,-646.9,-21.91,138689.33
6,Bajaj Finserv,Finance - Investment,4723.5,-1509.55,-24.22,75168.5
7,Bharti Airtel,Telecommunication - Service Provider,405.45,-57.2,-12.36,221195.57
8,Bharti Infratel,Telecommunication - Equipment,144.4,-3.75,-2.53,26708.34
9,BPCL,Refineries,266.1,-51.75,-16.28,57723.82
10,Britannia,Consumer Food,2116.0,-351.8,-14.26,50883.09
11,Cipla,Pharmaceuticals & Drugs,374.8,-18.0,-4.58,30217.7
12,Coal India,Coal,128.6,-4.2,-3.16,79252.69
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2757.2,-140.05,-4.83,45816.97
14,Eicher Motors,Automobile - LCVS/ HVCS,14110.65,-1567.8,-10.0,38529.8
15,GAIL,Gas Distribution,77.5,-3.3,-4.08,35252.23
16,Grasim,Diversified,434.35,-95.05,-17.95,28571.5
17,HCL Tech,IT Services & Consulting,416.05,-28.85,-6.48,112902.04
18,HDFC,Finance - Housing,1509.4,-244.55,-13.94,261424.63
19,HDFC Bank,Bank - Private,771.85,-111.0,-12.57,423227.47
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1601.85,-213.85,-11.78,31995.25
21,Hindalco,Iron & Steel,86.8,-18.7,-17.73,19497.21
22,HUL,Household & Personal Products,1868.0,-183.7,-8.95,404388.57
23,ICICI Bank,Bank - Private,286.65,-59.05,-17.08,185533.9
24,IndusInd Bank,Bank - Private,337.75,-102.6,-23.3,23424.17
25,Infosys,IT Services & Consulting,526.3,-58.9,-10.06,224140.49
26,IOC,Refineries,81.0,-9.6,-10.6,76254.69
27,ITC,Cigarettes/Tobacco,153.95,-21.55,-12.28,189238.9
28,JSW Steel,Iron & Steel,144.05,-31.7,-18.04,34820.06
29,Kotak Mahindra,Bank - Private,1090.4,-171.95,-13.62,208535.35
30,Larsen,Engineering & Construction,731.0,-133.7,-15.46,102624.51
31,M&M,Automobile - Auto & Truck Manufacturers,291.1,-31.5,-9.76,36189.33
32,Maruti Suzuki,Automobile - Passenger Cars,4253.55,-825.65,-16.26,128491.26
33,Nestle,Consumer Food,12925.05,-1220.45,-8.63,124617.8
34,NTPC,Power Generation/Distribution,76.15,-5.1,-6.28,75347.05
35,ONGC,Oil Exploration and Production,60.45,-11.9,-16.45,76047.79
36,Power Grid Corp,Power Generation/Distribution,152.55,-4.7,-2.99,79807.9
37,Reliance,Oil Exploration and Production,877.0,-140.95,-13.85,555953.76
38,SBI,Bank - Public,182.1,-27.75,-13.22,162517.18
39,Sun Pharma,Pharmaceuticals & Drugs,316.2,-49.05,-13.43,75866.97
40,Tata Motors,Automobile - LCVS/ HVCS,66.05,-11.25,-14.55,20402.66
41,Tata Steel,Iron & Steel,270.1,-27.65,-9.29,30426.49
42,TCS,IT Services & Consulting,1684.0,-113.45,-6.31,631901.58
43,Tech Mahindra,IT Services & Consulting,489.9,-86.45,-15.0,48320.24
44,Titan Company,Diamond  &  Jewellery,816.05,-88.85,-9.82,72447.79
45,UltraTechCement,Cement,3045.3,-528.55,-14.79,87894.51
46,UPL,Pesticides & Agrochemicals,255.15,-45.0,-14.99,19494.62
47,Vedanta,Metals - Non Ferrous,62.45,-13.0,-17.23,23213.89
48,Wipro,IT Services & Consulting,169.4,-9.8,-5.47,96784.27
49,Yes Bank,Bank - Private,39.8,-6.05,-13.2,49950.88
50,Zee Entertain,TV Broadcasting & Software Production,124.7,-20.2,-13.94,11977.23
