,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,207.2,-49.2,-19.19,42097.9
2,Asian Paints,Paints,1500.3,-242.65,-13.92,143908.44
3,Axis Bank,Bank - Private,309.4,-118.75,-27.74,87295.4
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1949.55,-292.75,-13.06,56413.55
5,Bajaj Finance,Finance - NBFC,2277.2,-674.7,-22.86,137016.63
6,Bajaj Finserv,Finance - Investment,4730.25,-1502.8,-24.11,75275.92
7,Bharti Airtel,Telecommunication - Service Provider,409.6,-53.05,-11.47,223459.63
8,Bharti Infratel,Telecommunication - Equipment,142.65,-5.5,-3.71,26384.66
9,BPCL,Refineries,269.65,-48.2,-15.16,58493.9
10,Britannia,Consumer Food,2173.95,-293.85,-11.91,52276.61
11,Cipla,Pharmaceuticals & Drugs,375.9,-16.9,-4.3,30306.39
12,Coal India,Coal,128.75,-4.05,-3.05,79345.13
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2771.75,-125.5,-4.33,46058.75
14,Eicher Motors,Automobile - LCVS/ HVCS,14089.95,-1588.5,-10.13,38473.27
15,GAIL,Gas Distribution,77.85,-2.95,-3.65,35411.43
16,Grasim,Diversified,431.85,-97.55,-18.43,28407.05
17,HCL Tech,IT Services & Consulting,417.8,-27.1,-6.09,113376.93
18,HDFC,Finance - Housing,1526.55,-227.4,-12.97,264394.97
19,HDFC Bank,Bank - Private,773.1,-109.75,-12.43,423912.88
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1645.3,-170.4,-9.38,32863.12
21,Hindalco,Iron & Steel,85.15,-20.35,-19.29,19126.59
22,HUL,Household & Personal Products,1872.5,-179.2,-8.73,405362.74
23,ICICI Bank,Bank - Private,284.95,-60.75,-17.57,184433.58
24,IndusInd Bank,Bank - Private,336.75,-103.6,-23.53,23354.82
25,Infosys,IT Services & Consulting,525.35,-59.85,-10.23,223735.91
26,IOC,Refineries,80.85,-9.75,-10.76,76113.47
27,ITC,Cigarettes/Tobacco,154.6,-20.9,-11.91,190037.89
28,JSW Steel,Iron & Steel,144.0,-31.75,-18.07,34807.97
29,Kotak Mahindra,Bank - Private,1099.95,-162.4,-12.86,210361.75
30,Larsen,Engineering & Construction,730.05,-134.65,-15.57,102491.14
31,M&M,Automobile - Auto & Truck Manufacturers,292.25,-30.35,-9.41,36332.3
32,Maruti Suzuki,Automobile - Passenger Cars,4245.05,-834.15,-16.42,128234.5
33,Nestle,Consumer Food,12940.05,-1205.45,-8.52,124762.42
34,NTPC,Power Generation/Distribution,76.65,-4.6,-5.66,75841.78
35,ONGC,Oil Exploration and Production,60.25,-12.1,-16.72,75796.18
36,Power Grid Corp,Power Generation/Distribution,152.4,-4.85,-3.08,79729.43
37,Reliance,Oil Exploration and Production,880.6,-137.35,-13.49,558235.9
38,SBI,Bank - Public,181.55,-28.3,-13.49,162026.32
39,Sun Pharma,Pharmaceuticals & Drugs,318.1,-47.15,-12.91,76322.85
40,Tata Motors,Automobile - LCVS/ HVCS,66.1,-11.2,-14.49,20418.11
41,Tata Steel,Iron & Steel,272.35,-25.4,-8.53,30679.95
42,TCS,IT Services & Consulting,1695.45,-102.0,-5.67,636198.06
43,Tech Mahindra,IT Services & Consulting,489.9,-86.45,-15.0,48320.24
44,Titan Company,Diamond  &  Jewellery,809.8,-95.1,-10.51,71892.92
45,UltraTechCement,Cement,3042.75,-531.1,-14.86,87820.91
46,UPL,Pesticides & Agrochemicals,255.15,-45.0,-14.99,19494.62
47,Vedanta,Metals - Non Ferrous,62.25,-13.2,-17.5,23139.55
48,Wipro,IT Services & Consulting,170.15,-9.05,-5.05,97212.78
49,Yes Bank,Bank - Private,39.6,-6.25,-13.63,49699.87
50,Zee Entertain,TV Broadcasting & Software Production,123.65,-21.25,-14.67,11876.38
