,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,206.0,-50.4,-19.66,41854.09
2,Asian Paints,Paints,1500.05,-242.9,-13.94,143884.46
3,Axis Bank,Bank - Private,308.1,-120.05,-28.04,86928.61
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1948.2,-294.1,-13.12,56374.48
5,Bajaj Finance,Finance - NBFC,2265.5,-686.4,-23.25,136312.66
6,Bajaj Finserv,Finance - Investment,4695.2,-1537.85,-24.67,74718.14
7,Bharti Airtel,Telecommunication - Service Provider,408.4,-54.25,-11.73,222804.96
8,Bharti Infratel,Telecommunication - Equipment,143.65,-4.5,-3.04,26569.62
9,BPCL,Refineries,267.95,-49.9,-15.7,58125.13
10,Britannia,Consumer Food,2160.0,-307.8,-12.47,51941.15
11,Cipla,Pharmaceuticals & Drugs,375.25,-17.55,-4.47,30253.98
12,Coal India,Coal,128.75,-4.05,-3.05,79345.13
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2769.25,-128.0,-4.42,46017.2
14,Eicher Motors,Automobile - LCVS/ HVCS,13954.45,-1724.0,-11.0,38103.29
15,GAIL,Gas Distribution,77.5,-3.3,-4.08,35252.23
16,Grasim,Diversified,428.8,-100.6,-19.0,28206.42
17,HCL Tech,IT Services & Consulting,416.0,-28.9,-6.5,112888.47
18,HDFC,Finance - Housing,1533.6,-220.35,-12.56,265616.02
19,HDFC Bank,Bank - Private,774.45,-108.4,-12.28,424653.12
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1632.7,-183.0,-10.08,32611.45
21,Hindalco,Iron & Steel,86.85,-18.65,-17.68,19508.44
22,HUL,Household & Personal Products,1880.85,-170.85,-8.33,407170.37
23,ICICI Bank,Bank - Private,285.0,-60.7,-17.56,184465.94
24,IndusInd Bank,Bank - Private,336.35,-104.0,-23.62,23327.07
25,Infosys,IT Services & Consulting,525.1,-60.1,-10.27,223629.44
26,IOC,Refineries,80.8,-9.8,-10.82,76066.4
27,ITC,Cigarettes/Tobacco,154.8,-20.7,-11.79,190283.74
28,JSW Steel,Iron & Steel,144.05,-31.7,-18.04,34820.06
29,Kotak Mahindra,Bank - Private,1100.0,-162.35,-12.86,210371.31
30,Larsen,Engineering & Construction,731.6,-133.1,-15.39,102708.74
31,M&M,Automobile - Auto & Truck Manufacturers,293.95,-28.65,-8.88,36543.64
32,Maruti Suzuki,Automobile - Passenger Cars,4228.3,-850.9,-16.75,127728.51
33,Nestle,Consumer Food,12982.15,-1163.35,-8.22,125168.33
34,NTPC,Power Generation/Distribution,76.7,-4.55,-5.6,75891.25
35,ONGC,Oil Exploration and Production,60.3,-12.05,-16.66,75859.08
36,Power Grid Corp,Power Generation/Distribution,152.5,-4.75,-3.02,79781.74
37,Reliance,Oil Exploration and Production,884.15,-133.8,-13.14,560486.34
38,SBI,Bank - Public,181.2,-28.65,-13.65,161713.96
39,Sun Pharma,Pharmaceuticals & Drugs,318.1,-47.15,-12.91,76322.85
40,Tata Motors,Automobile - LCVS/ HVCS,66.05,-11.25,-14.55,20402.66
41,Tata Steel,Iron & Steel,272.7,-25.05,-8.41,30719.37
42,TCS,IT Services & Consulting,1679.35,-118.1,-6.57,630156.73
43,Tech Mahindra,IT Services & Consulting,489.9,-86.45,-15.0,48320.24
44,Titan Company,Diamond  &  Jewellery,803.25,-101.65,-11.23,71311.42
45,UltraTechCement,Cement,3040.05,-533.8,-14.94,87742.98
46,UPL,Pesticides & Agrochemicals,255.15,-45.0,-14.99,19494.62
47,Vedanta,Metals - Non Ferrous,62.2,-13.25,-17.56,23120.96
48,Wipro,IT Services & Consulting,170.7,-8.5,-4.74,97527.01
49,Yes Bank,Bank - Private,39.85,-6.0,-13.09,50013.63
50,Zee Entertain,TV Broadcasting & Software Production,124.1,-20.8,-14.35,11919.6
