,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,204.6,-51.8,-20.2,41569.64
2,Asian Paints,Paints,1500.0,-242.95,-13.94,143879.67
3,Axis Bank,Bank - Private,312.0,-116.15,-27.13,88028.97
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1947.9,-294.4,-13.13,56365.8
5,Bajaj Finance,Finance - NBFC,2285.0,-666.9,-22.59,137485.95
6,Bajaj Finserv,Finance - Investment,4774.9,-1458.15,-23.39,75986.46
7,Bharti Airtel,Telecommunication - Service Provider,403.1,-59.55,-12.87,219913.52
8,Bharti Infratel,Telecommunication - Equipment,142.1,-6.05,-4.08,26282.93
9,BPCL,Refineries,266.05,-51.8,-16.3,57712.97
10,Britannia,Consumer Food,2101.0,-366.8,-14.86,50522.39
11,Cipla,Pharmaceuticals & Drugs,374.7,-18.1,-4.61,30209.64
12,Coal India,Coal,128.7,-4.1,-3.09,79314.31
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2750.15,-147.1,-5.08,45699.82
14,Eicher Motors,Automobile - LCVS/ HVCS,14110.65,-1567.8,-10.0,38529.8
15,GAIL,Gas Distribution,77.55,-3.25,-4.02,35274.97
16,Grasim,Diversified,433.6,-95.8,-18.1,28522.16
17,HCL Tech,IT Services & Consulting,416.15,-28.75,-6.46,112929.17
18,HDFC,Finance - Housing,1515.3,-238.65,-13.61,262446.5
19,HDFC Bank,Bank - Private,772.65,-110.2,-12.48,423666.13
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1600.0,-215.7,-11.88,31958.3
21,Hindalco,Iron & Steel,87.15,-18.35,-17.39,19575.83
22,HUL,Household & Personal Products,1867.15,-184.55,-8.99,404204.56
23,ICICI Bank,Bank - Private,288.0,-57.7,-16.69,186407.69
24,IndusInd Bank,Bank - Private,337.8,-102.55,-23.29,23427.64
25,Infosys,IT Services & Consulting,529.0,-56.2,-9.6,225290.37
26,IOC,Refineries,80.85,-9.75,-10.76,76113.47
27,ITC,Cigarettes/Tobacco,153.8,-21.7,-12.36,189054.52
28,JSW Steel,Iron & Steel,143.9,-31.85,-18.12,34783.8
29,Kotak Mahindra,Bank - Private,1095.45,-166.9,-13.22,209501.14
30,Larsen,Engineering & Construction,732.0,-132.7,-15.35,102764.9
31,M&M,Automobile - Auto & Truck Manufacturers,293.8,-28.8,-8.93,36525.0
32,Maruti Suzuki,Automobile - Passenger Cars,4222.7,-856.5,-16.86,127559.35
33,Nestle,Consumer Food,12850.0,-1295.5,-9.16,123894.2
34,NTPC,Power Generation/Distribution,76.2,-5.05,-6.22,75396.53
35,ONGC,Oil Exploration and Production,60.6,-11.75,-16.24,76236.49
36,Power Grid Corp,Power Generation/Distribution,152.95,-4.3,-2.73,80017.16
37,Reliance,Oil Exploration and Production,880.4,-137.55,-13.51,558109.11
38,SBI,Bank - Public,181.95,-27.9,-13.3,162383.31
39,Sun Pharma,Pharmaceuticals & Drugs,317.45,-47.8,-13.09,76166.89
40,Tata Motors,Automobile - LCVS/ HVCS,66.3,-11.0,-14.23,20479.89
41,Tata Steel,Iron & Steel,270.0,-27.75,-9.32,30415.22
42,TCS,IT Services & Consulting,1684.0,-113.45,-6.31,631901.58
43,Tech Mahindra,IT Services & Consulting,489.9,-86.45,-15.0,48320.24
44,Titan Company,Diamond  &  Jewellery,816.9,-88.0,-9.72,72523.25
45,UltraTechCement,Cement,3041.35,-532.5,-14.9,87780.5
46,UPL,Pesticides & Agrochemicals,255.15,-45.0,-14.99,19494.62
47,Vedanta,Metals - Non Ferrous,62.55,-12.9,-17.1,23251.06
48,Wipro,IT Services & Consulting,169.9,-9.3,-5.19,97069.94
49,Yes Bank,Bank - Private,39.85,-6.0,-13.09,50013.63
50,Zee Entertain,TV Broadcasting & Software Production,124.65,-20.25,-13.98,11972.42
