,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,206.55,-49.85,-19.44,41965.83
2,Asian Paints,Paints,1500.3,-242.65,-13.92,143908.44
3,Axis Bank,Bank - Private,309.4,-118.75,-27.74,87295.4
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1947.05,-295.25,-13.17,56341.21
5,Bajaj Finance,Finance - NBFC,2276.0,-675.9,-22.9,136944.43
6,Bajaj Finserv,Finance - Investment,4731.1,-1501.95,-24.1,75289.44
7,Bharti Airtel,Telecommunication - Service Provider,406.65,-56.0,-12.1,221850.24
8,Bharti Infratel,Telecommunication - Equipment,142.65,-5.5,-3.71,26384.66
9,BPCL,Refineries,269.45,-48.4,-15.23,58450.52
10,Britannia,Consumer Food,2180.0,-287.8,-11.66,52422.09
11,Cipla,Pharmaceuticals & Drugs,376.65,-16.15,-4.11,30366.85
12,Coal India,Coal,128.75,-4.05,-3.05,79345.13
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2768.85,-128.4,-4.43,46010.56
14,Eicher Motors,Automobile - LCVS/ HVCS,14202.4,-1476.05,-9.41,38780.32
15,GAIL,Gas Distribution,77.9,-2.9,-3.59,35434.17
16,Grasim,Diversified,432.8,-96.6,-18.25,28469.54
17,HCL Tech,IT Services & Consulting,417.95,-26.95,-6.06,113417.63
18,HDFC,Finance - Housing,1518.9,-235.05,-13.4,263070.01
19,HDFC Bank,Bank - Private,773.25,-109.6,-12.41,423995.13
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1636.5,-179.2,-9.87,32687.35
21,Hindalco,Iron & Steel,85.95,-19.55,-18.53,19306.28
22,HUL,Household & Personal Products,1866.35,-185.35,-9.03,404031.38
23,ICICI Bank,Bank - Private,285.05,-60.65,-17.54,184498.3
24,IndusInd Bank,Bank - Private,335.95,-104.4,-23.71,23299.33
25,Infosys,IT Services & Consulting,525.45,-59.75,-10.21,223778.5
26,IOC,Refineries,80.85,-9.75,-10.76,76113.47
27,ITC,Cigarettes/Tobacco,154.85,-20.65,-11.77,190345.2
28,JSW Steel,Iron & Steel,144.1,-31.65,-18.01,34832.15
29,Kotak Mahindra,Bank - Private,1097.0,-165.35,-13.1,209797.57
30,Larsen,Engineering & Construction,730.8,-133.9,-15.49,102596.43
31,M&M,Automobile - Auto & Truck Manufacturers,292.1,-30.5,-9.45,36313.65
32,Maruti Suzuki,Automobile - Passenger Cars,4247.55,-831.65,-16.37,128310.02
33,Nestle,Consumer Food,12942.4,-1203.1,-8.51,124785.08
34,NTPC,Power Generation/Distribution,76.65,-4.6,-5.66,75841.78
35,ONGC,Oil Exploration and Production,60.4,-11.95,-16.52,75984.89
36,Power Grid Corp,Power Generation/Distribution,152.5,-4.75,-3.02,79781.74
37,Reliance,Oil Exploration and Production,879.45,-138.5,-13.61,557506.88
38,SBI,Bank - Public,181.65,-28.2,-13.44,162115.57
39,Sun Pharma,Pharmaceuticals & Drugs,317.9,-47.35,-12.96,76274.86
40,Tata Motors,Automobile - LCVS/ HVCS,66.05,-11.25,-14.55,20402.66
41,Tata Steel,Iron & Steel,271.7,-26.05,-8.75,30606.72
42,TCS,IT Services & Consulting,1692.45,-105.0,-5.84,635072.35
43,Tech Mahindra,IT Services & Consulting,489.9,-86.45,-15.0,48320.24
44,Titan Company,Diamond  &  Jewellery,813.8,-91.1,-10.07,72248.04
45,UltraTechCement,Cement,3046.15,-527.7,-14.77,87919.04
46,UPL,Pesticides & Agrochemicals,256.95,-43.2,-14.39,19632.15
47,Vedanta,Metals - Non Ferrous,62.25,-13.2,-17.5,23139.55
48,Wipro,IT Services & Consulting,170.2,-9.0,-5.02,97241.34
49,Yes Bank,Bank - Private,39.45,-6.4,-13.96,49511.61
50,Zee Entertain,TV Broadcasting & Software Production,124.8,-20.1,-13.87,11986.83
